product_id,name,category,brand,price,description,in_stock,base_rating,created_date
166,"Apple MacBook Air 13""",Ноутбуки,Apple,288245.95,Высокая производительность и портативность. Apple - это гарантия качества и надежности.,True,4.3,2025-07-21
167,"Lenovo MacBook Pro 13""",Ноутбуки,Lenovo,193216.72,Профессиональный ноутбук для работы и творчества. Lenovo - это гарантия качества и надежности.,True,3.94,2025-06-19
168,"HP MacBook Air 15""",Ноутбуки,HP,198684.73,Высокая производительность и портативность. HP - это гарантия качества и надежности.,True,3.64,2025-01-07
169,"Lenovo ZenBook 13""",Ноутбуки,Lenovo,242991.15,Профессиональный ноутбук для работы и творчества. Lenovo - это гарантия качества и надежности.,True,3.69,2025-07-06
170,"HP ThinkPad 16""",Ноутбуки,HP,249955.44,Профессиональный ноутбук для работы и творчества. HP - это гарантия качества и надежности.,True,4.75,2025-04-30
171,"ASUS MacBook Pro 15""",Ноутбуки,ASUS,298588.35,Профессиональный ноутбук для работы и творчества. ASUS - это гарантия качества и надежности.,True,3.96,2025-01-09
172,"HP ThinkPad 16""",Ноутбуки,HP,192470.64,Отличное качество экрана и удобная клавиатура. HP - это гарантия качества и надежности.,True,4.54,2024-10-20
173,"ASUS ThinkPad 16""",Ноутбуки,ASUS,178321.6,Отличное качество экрана и удобная клавиатура. ASUS - это гарантия качества и надежности.,True,4.19,2025-05-25
174,"HP MacBook Pro 16""",Ноутбуки,HP,172275.41,Отличное качество экрана и удобная клавиатура. HP - это гарантия качества и надежности.,True,3.79,2025-08-06
175,"ASUS ZenBook 13""",Ноутбуки,ASUS,84885.51,Профессиональный ноутбук для работы и творчества. ASUS - это гарантия качества и надежности.,True,4.12,2025-07-13
176,"Apple MacBook Pro 15""",Ноутбуки,Apple,127431.8,Профессиональный ноутбук для работы и творчества. Apple - это гарантия качества и надежности.,True,3.69,2024-12-11
177,"HP MacBook Air 14""",Ноутбуки,HP,253511.89,Профессиональный ноутбук для работы и творчества. HP - это гарантия качества и надежности.,True,3.65,2024-09-28
178,"ASUS ThinkPad 13""",Ноутбуки,ASUS,217953.08,Высокая производительность и портативность. ASUS - это гарантия качества и надежности.,True,4.41,2024-10-15
179,"Dell MacBook Pro 16""",Ноутбуки,Dell,256108.04,Профессиональный ноутбук для работы и творчества. Dell - это гарантия качества и надежности.,True,3.97,2025-08-10
180,"ASUS MacBook Pro 13""",Ноутбуки,ASUS,183679.45,Высокая производительность и портативность. ASUS - это гарантия качества и надежности.,True,3.74,2025-07-10
181,"Dell Inspiron 15""",Ноутбуки,Dell,156949.82,Отличное качество экрана и удобная клавиатура. Dell - это гарантия качества и надежности.,True,4.52,2024-09-29
182,"Apple ZenBook 13""",Ноутбуки,Apple,72089.58,Отличное качество экрана и удобная клавиатура. Apple - это гарантия качества и надежности.,True,4.48,2025-01-05
183,"ASUS MacBook Pro 16""",Ноутбуки,ASUS,254823.63,Отличное качество экрана и удобная клавиатура. ASUS - это гарантия качества и надежности.,False,4.09,2024-09-20
184,"Lenovo Pavilion 15""",Ноутбуки,Lenovo,221525.26,Высокая производительность и портативность. Lenovo - это гарантия качества и надежности.,False,3.85,2025-08-03
185,"Dell ThinkPad 14""",Ноутбуки,Dell,230646.38,Высокая производительность и портативность. Dell - это гарантия качества и надежности.,True,3.78,2025-06-17
186,"Dell Pavilion 13""",Ноутбуки,Dell,250470.89,Высокая производительность и портативность. Dell - это гарантия качества и надежности.,True,4.35,2025-02-24
187,"HP MacBook Air 13""",Ноутбуки,HP,246901.6,Отличное качество экрана и удобная клавиатура. HP - это гарантия качества и надежности.,True,3.85,2025-07-28
188,"Apple ZenBook 15""",Ноутбуки,Apple,37573.19,Высокая производительность и портативность. Apple - это гарантия качества и надежности.,True,3.64,2025-06-03
189,"Dell MacBook Pro 15""",Ноутбуки,Dell,80690.83,Профессиональный ноутбук для работы и творчества. Dell - это гарантия качества и надежности.,True,3.54,2025-05-05
190,"Apple Pavilion 13""",Ноутбуки,Apple,182209.62,Высокая производительность и портативность. Apple - это гарантия качества и надежности.,True,3.91,2025-04-14
191,"Apple ZenBook 15""",Ноутбуки,Apple,288859.54,Отличное качество экрана и удобная клавиатура. Apple - это гарантия качества и надежности.,True,4.48,2025-03-21
192,"ASUS Inspiron 13""",Ноутбуки,ASUS,119455.91,Отличное качество экрана и удобная клавиатура. ASUS - это гарантия качества и надежности.,True,4.15,2025-07-05
193,"Apple Pavilion 16""",Ноутбуки,Apple,158777.32,Профессиональный ноутбук для работы и творчества. Apple - это гарантия качества и надежности.,True,3.7,2025-01-25
194,"Apple Inspiron 13""",Ноутбуки,Apple,287260.94,Профессиональный ноутбук для работы и творчества. Apple - это гарантия качества и надежности.,False,4.55,2024-10-20
195,"ASUS Inspiron 14""",Ноутбуки,ASUS,298222.49,Отличное качество экрана и удобная клавиатура. ASUS - это гарантия качества и надежности.,True,4.45,2024-10-21
196,"Dell ZenBook 16""",Ноутбуки,Dell,242045.0,Высокая производительность и портативность. Dell - это гарантия качества и надежности.,True,4.31,2025-02-11
197,"Apple Inspiron 16""",Ноутбуки,Apple,94559.87,Отличное качество экрана и удобная клавиатура. Apple - это гарантия качества и надежности.,True,4.75,2024-12-03
198,"HP MacBook Pro 13""",Ноутбуки,HP,68508.08,Высокая производительность и портативность. HP - это гарантия качества и надежности.,True,4.76,2025-08-06
199,"HP MacBook Pro 16""",Ноутбуки,HP,114704.05,Высокая производительность и портативность. HP - это гарантия качества и надежности.,True,3.86,2025-03-17
200,"Lenovo MacBook Pro 13""",Ноутбуки,Lenovo,78380.29,Высокая производительность и портативность. Lenovo - это гарантия качества и надежности.,True,4.12,2025-05-11
201,"HP Inspiron 14""",Ноутбуки,HP,283753.96,Отличное качество экрана и удобная клавиатура. HP - это гарантия качества и надежности.,True,3.97,2025-04-26
202,"HP ThinkPad 14""",Ноутбуки,HP,149023.47,Отличное качество экрана и удобная клавиатура. HP - это гарантия качества и надежности.,True,4.74,2025-03-12
203,"Apple Inspiron 16""",Ноутбуки,Apple,166604.46,Высокая производительность и портативность. Apple - это гарантия качества и надежности.,False,4.79,2025-08-29
204,"Dell Inspiron 13""",Ноутбуки,Dell,230081.49,Профессиональный ноутбук для работы и творчества. Dell - это гарантия качества и надежности.,True,4.23,2025-07-02
205,"Apple ZenBook 16""",Ноутбуки,Apple,72715.57,Высокая производительность и портативность. Apple - это гарантия качества и надежности.,False,3.79,2025-01-26
206,"Apple ZenBook 16""",Ноутбуки,Apple,156491.95,Отличное качество экрана и удобная клавиатура. Apple - это гарантия качества и надежности.,False,4.1,2025-08-07
207,"ASUS Inspiron 13""",Ноутбуки,ASUS,277714.3,Высокая производительность и портативность. ASUS - это гарантия качества и надежности.,True,3.76,2025-04-04
208,"Apple ZenBook 15""",Ноутбуки,Apple,299038.32,Высокая производительность и портативность. Apple - это гарантия качества и надежности.,True,4.46,2025-07-23
209,"Lenovo ThinkPad 13""",Ноутбуки,Lenovo,177171.93,Высокая производительность и портативность. Lenovo - это гарантия качества и надежности.,True,3.78,2024-12-03
210,"Apple Pavilion 16""",Ноутбуки,Apple,46848.07,Высокая производительность и портативность. Apple - это гарантия качества и надежности.,True,4.77,2025-06-02
211,"Apple MacBook Air 13""",Ноутбуки,Apple,287214.15,Отличное качество экрана и удобная клавиатура. Apple - это гарантия качества и надежности.,True,3.83,2025-06-21
212,"Apple MacBook Air 13""",Ноутбуки,Apple,103954.44,Профессиональный ноутбук для работы и творчества. Apple - это гарантия качества и надежности.,True,4.43,2025-02-17
213,"Dell MacBook Air 15""",Ноутбуки,Dell,79701.14,Профессиональный ноутбук для работы и творчества. Dell - это гарантия качества и надежности.,True,4.67,2025-03-28
214,"Lenovo MacBook Air 14""",Ноутбуки,Lenovo,124304.59,Высокая производительность и портативность. Lenovo - это гарантия качества и надежности.,True,4.2,2025-06-29
215,"HP ZenBook 16""",Ноутбуки,HP,252214.24,Отличное качество экрана и удобная клавиатура. HP - это гарантия качества и надежности.,True,4.28,2025-08-11
216,"Dell Pavilion 14""",Ноутбуки,Dell,117407.8,Отличное качество экрана и удобная клавиатура. Dell - это гарантия качества и надежности.,True,4.46,2025-04-10
217,"Apple MacBook Air 16""",Ноутбуки,Apple,282131.24,Высокая производительность и портативность. Apple - это гарантия качества и надежности.,False,3.65,2024-10-09
218,"HP ZenBook 13""",Ноутбуки,HP,296824.42,Профессиональный ноутбук для работы и творчества. HP - это гарантия качества и надежности.,True,4.33,2024-11-27
219,"Apple MacBook Pro 14""",Ноутбуки,Apple,231341.04,Профессиональный ноутбук для работы и творчества. Apple - это гарантия качества и надежности.,True,4.21,2025-06-26
220,"Dell ThinkPad 14""",Ноутбуки,Dell,123983.1,Профессиональный ноутбук для работы и творчества. Dell - это гарантия качества и надежности.,False,4.25,2025-09-12
221,"Lenovo ZenBook 13""",Ноутбуки,Lenovo,111525.01,Высокая производительность и портативность. Lenovo - это гарантия качества и надежности.,True,4.63,2024-09-26
222,"HP Inspiron 16""",Ноутбуки,HP,141794.51,Высокая производительность и портативность. HP - это гарантия качества и надежности.,True,4.21,2024-12-26
223,"Lenovo MacBook Pro 14""",Ноутбуки,Lenovo,153882.36,Высокая производительность и портативность. Lenovo - это гарантия качества и надежности.,True,4.27,2024-12-16
224,"HP ThinkPad 15""",Ноутбуки,HP,258174.73,Отличное качество экрана и удобная клавиатура. HP - это гарантия качества и надежности.,True,4.32,2024-09-25
225,"Dell MacBook Pro 13""",Ноутбуки,Dell,247603.74,Профессиональный ноутбук для работы и творчества. Dell - это гарантия качества и надежности.,True,3.52,2025-02-21
226,"Apple Yoga Tab 12""",Планшеты,Apple,62124.33,"Идеален для чтения, просмотра видео и игр. Apple - это гарантия качества и надежности.",True,4.08,2024-11-26
227,"Apple MatePad 11""",Планшеты,Apple,23254.72,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,True,3.65,2025-01-22
228,"Apple MatePad 11""",Планшеты,Apple,37731.3,"Идеален для чтения, просмотра видео и игр. Apple - это гарантия качества и надежности.",True,4.46,2025-09-16
229,"Huawei Galaxy Tab 12""",Планшеты,Huawei,28419.52,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,4.59,2025-02-19
230,"Samsung iPad 11""",Планшеты,Samsung,10352.57,Универсальный планшет для работы и развлечений. Samsung - это гарантия качества и надежности.,True,3.99,2024-12-28
231,"Huawei MatePad 10""",Планшеты,Huawei,77059.56,Большой яркий экран и быстрая работа. Huawei - это гарантия качества и надежности.,True,4.77,2025-06-13
232,"Lenovo iPad 12""",Планшеты,Lenovo,38895.38,"Идеален для чтения, просмотра видео и игр. Lenovo - это гарантия качества и надежности.",True,4.45,2025-02-25
233,"Huawei Galaxy Tab 11""",Планшеты,Huawei,24629.8,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,4.16,2024-10-31
234,"Lenovo MatePad 12""",Планшеты,Lenovo,19451.83,Большой яркий экран и быстрая работа. Lenovo - это гарантия качества и надежности.,True,3.62,2025-02-08
235,"Apple Galaxy Tab 10""",Планшеты,Apple,52503.17,"Идеален для чтения, просмотра видео и игр. Apple - это гарантия качества и надежности.",False,3.6,2025-03-08
236,"Apple Galaxy Tab 11""",Планшеты,Apple,53681.35,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,True,4.35,2025-05-29
237,"Huawei Galaxy Tab 12""",Планшеты,Huawei,68512.89,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,4.52,2025-05-09
238,"Apple MatePad 10""",Планшеты,Apple,75318.26,"Идеален для чтения, просмотра видео и игр. Apple - это гарантия качества и надежности.",True,4.78,2025-07-29
239,"Apple Yoga Tab 12""",Планшеты,Apple,16833.27,Универсальный планшет для работы и развлечений. Apple - это гарантия качества и надежности.,True,4.66,2025-08-03
240,"Apple Yoga Tab 11""",Планшеты,Apple,73715.78,Универсальный планшет для работы и развлечений. Apple - это гарантия качества и надежности.,True,4.14,2025-09-08
241,"Lenovo iPad 11""",Планшеты,Lenovo,77063.64,Универсальный планшет для работы и развлечений. Lenovo - это гарантия качества и надежности.,True,4.05,2025-04-12
242,"Lenovo Galaxy Tab 10""",Планшеты,Lenovo,29510.36,Универсальный планшет для работы и развлечений. Lenovo - это гарантия качества и надежности.,True,4.32,2025-09-03
243,"Apple MatePad 11""",Планшеты,Apple,42841.59,"Идеален для чтения, просмотра видео и игр. Apple - это гарантия качества и надежности.",True,3.51,2024-12-26
244,"Huawei iPad 10""",Планшеты,Huawei,51639.98,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,4.17,2025-07-03
245,"Samsung MatePad 10""",Планшеты,Samsung,72697.21,Универсальный планшет для работы и развлечений. Samsung - это гарантия качества и надежности.,True,3.79,2024-09-30
246,"Samsung MatePad 11""",Планшеты,Samsung,42673.39,Универсальный планшет для работы и развлечений. Samsung - это гарантия качества и надежности.,True,4.22,2025-04-22
247,"Lenovo Yoga Tab 11""",Планшеты,Lenovo,44911.27,Большой яркий экран и быстрая работа. Lenovo - это гарантия качества и надежности.,False,3.83,2025-06-10
248,"Huawei Yoga Tab 10""",Планшеты,Huawei,50022.67,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,4.53,2025-01-13
249,"Lenovo Yoga Tab 11""",Планшеты,Lenovo,50935.74,Большой яркий экран и быстрая работа. Lenovo - это гарантия качества и надежности.,True,4.31,2024-11-13
250,"Lenovo Yoga Tab 10""",Планшеты,Lenovo,48834.23,Большой яркий экран и быстрая работа. Lenovo - это гарантия качества и надежности.,False,4.57,2025-02-01
251,"Samsung iPad 12""",Планшеты,Samsung,26220.58,Большой яркий экран и быстрая работа. Samsung - это гарантия качества и надежности.,True,4.57,2024-10-24
252,"Huawei Yoga Tab 10""",Планшеты,Huawei,16254.8,Большой яркий экран и быстрая работа. Huawei - это гарантия качества и надежности.,True,3.74,2025-05-17
253,"Apple Galaxy Tab 12""",Планшеты,Apple,34759.54,Универсальный планшет для работы и развлечений. Apple - это гарантия качества и надежности.,True,3.66,2025-04-09
254,"Apple MatePad 10""",Планшеты,Apple,41507.12,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,False,4.23,2025-03-06
255,"Huawei Galaxy Tab 12""",Планшеты,Huawei,23657.37,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,4.29,2024-10-11
256,"Apple Yoga Tab 12""",Планшеты,Apple,62446.49,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,True,3.76,2025-08-25
257,"Lenovo Yoga Tab 10""",Планшеты,Lenovo,79298.7,Большой яркий экран и быстрая работа. Lenovo - это гарантия качества и надежности.,True,4.09,2024-11-16
258,"Huawei Yoga Tab 10""",Планшеты,Huawei,49501.79,Большой яркий экран и быстрая работа. Huawei - это гарантия качества и надежности.,True,4.52,2024-11-29
259,"Apple Yoga Tab 11""",Планшеты,Apple,17436.18,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,True,4.19,2024-12-23
260,"Apple MatePad 12""",Планшеты,Apple,9171.61,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,True,4.54,2025-04-18
261,"Huawei MatePad 11""",Планшеты,Huawei,36824.79,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,4.14,2025-08-26
262,"Lenovo MatePad 12""",Планшеты,Lenovo,78845.61,Большой яркий экран и быстрая работа. Lenovo - это гарантия качества и надежности.,True,4.76,2025-07-19
263,"Huawei iPad 10""",Планшеты,Huawei,24129.03,Универсальный планшет для работы и развлечений. Huawei - это гарантия качества и надежности.,True,4.79,2024-10-02
264,"Lenovo Galaxy Tab 10""",Планшеты,Lenovo,14337.2,"Идеален для чтения, просмотра видео и игр. Lenovo - это гарантия качества и надежности.",False,3.98,2024-12-18
265,"Apple iPad 11""",Планшеты,Apple,71598.99,Универсальный планшет для работы и развлечений. Apple - это гарантия качества и надежности.,True,4.73,2025-08-12
266,"Huawei MatePad 12""",Планшеты,Huawei,52118.05,Большой яркий экран и быстрая работа. Huawei - это гарантия качества и надежности.,True,3.72,2025-07-11
267,"Lenovo iPad 10""",Планшеты,Lenovo,30991.95,Универсальный планшет для работы и развлечений. Lenovo - это гарантия качества и надежности.,True,4.65,2025-02-20
268,"Lenovo iPad 12""",Планшеты,Lenovo,45986.4,"Идеален для чтения, просмотра видео и игр. Lenovo - это гарантия качества и надежности.",True,4.14,2025-04-29
269,"Huawei Yoga Tab 10""",Планшеты,Huawei,14609.55,Большой яркий экран и быстрая работа. Huawei - это гарантия качества и надежности.,True,3.96,2025-05-18
270,"Samsung iPad 10""",Планшеты,Samsung,77967.1,Универсальный планшет для работы и развлечений. Samsung - это гарантия качества и надежности.,True,4.37,2025-01-23
271,"Lenovo Galaxy Tab 11""",Планшеты,Lenovo,15526.5,Универсальный планшет для работы и развлечений. Lenovo - это гарантия качества и надежности.,True,4.49,2024-12-30
272,"Huawei MatePad 12""",Планшеты,Huawei,40689.58,Универсальный планшет для работы и развлечений. Huawei - это гарантия качества и надежности.,True,3.64,2025-07-15
273,"Samsung MatePad 11""",Планшеты,Samsung,78204.66,"Идеален для чтения, просмотра видео и игр. Samsung - это гарантия качества и надежности.",True,4.51,2025-06-15
274,"Apple MatePad 11""",Планшеты,Apple,19822.14,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,False,4.25,2025-07-29
275,"Samsung Yoga Tab 10""",Планшеты,Samsung,61641.87,Универсальный планшет для работы и развлечений. Samsung - это гарантия качества и надежности.,True,4.1,2025-05-06
276,"Apple Yoga Tab 12""",Планшеты,Apple,46223.75,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,True,4.71,2025-08-07
277,"Huawei Yoga Tab 10""",Планшеты,Huawei,18844.64,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,3.93,2025-02-06
278,"Huawei MatePad 10""",Планшеты,Huawei,11537.68,Большой яркий экран и быстрая работа. Huawei - это гарантия качества и надежности.,True,4.05,2025-04-22
279,"Samsung Yoga Tab 10""",Планшеты,Samsung,50771.54,"Идеален для чтения, просмотра видео и игр. Samsung - это гарантия качества и надежности.",True,4.17,2025-07-26
280,"Apple Galaxy Tab 10""",Планшеты,Apple,23809.74,Универсальный планшет для работы и развлечений. Apple - это гарантия качества и надежности.,False,4.25,2025-05-20
281,"Apple iPad 11""",Планшеты,Apple,24305.48,"Идеален для чтения, просмотра видео и игр. Apple - это гарантия качества и надежности.",True,4.03,2025-03-02
282,"Apple Galaxy Tab 12""",Планшеты,Apple,67332.94,"Идеален для чтения, просмотра видео и игр. Apple - это гарантия качества и надежности.",True,3.77,2025-06-07
283,"Huawei MatePad 12""",Планшеты,Huawei,50934.56,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,3.74,2024-09-26
284,"Lenovo MatePad 12""",Планшеты,Lenovo,25180.6,Большой яркий экран и быстрая работа. Lenovo - это гарантия качества и надежности.,True,3.72,2025-04-02
285,"Lenovo Galaxy Tab 10""",Планшеты,Lenovo,55954.26,Большой яркий экран и быстрая работа. Lenovo - это гарантия качества и надежности.,True,3.73,2025-05-07
286,"Apple Galaxy Tab 12""",Планшеты,Apple,62738.77,Универсальный планшет для работы и развлечений. Apple - это гарантия качества и надежности.,True,4.76,2024-11-25
287,"Apple Yoga Tab 10""",Планшеты,Apple,42024.91,Универсальный планшет для работы и развлечений. Apple - это гарантия качества и надежности.,True,4.24,2025-04-24
288,"Samsung Galaxy Tab 10""",Планшеты,Samsung,63818.47,Универсальный планшет для работы и развлечений. Samsung - это гарантия качества и надежности.,True,4.46,2025-01-31
289,"Lenovo MatePad 12""",Планшеты,Lenovo,26528.44,Большой яркий экран и быстрая работа. Lenovo - это гарантия качества и надежности.,True,4.1,2025-03-23
290,"Huawei MatePad 12""",Планшеты,Huawei,63765.89,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,3.85,2024-12-28
291,"Apple Galaxy Tab 11""",Планшеты,Apple,69651.12,"Идеален для чтения, просмотра видео и игр. Apple - это гарантия качества и надежности.",False,3.96,2025-09-04
292,"Samsung Yoga Tab 11""",Планшеты,Samsung,22854.14,Универсальный планшет для работы и развлечений. Samsung - это гарантия качества и надежности.,True,4.74,2024-10-27
293,"Apple MatePad 12""",Планшеты,Apple,56873.71,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,False,4.64,2025-06-22
294,"Huawei MatePad 11""",Планшеты,Huawei,36153.89,Большой яркий экран и быстрая работа. Huawei - это гарантия качества и надежности.,False,3.86,2025-06-14
295,"Apple MatePad 12""",Планшеты,Apple,16853.21,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,True,4.53,2025-03-26
296,"Huawei iPad 10""",Планшеты,Huawei,43922.75,"Идеален для чтения, просмотра видео и игр. Huawei - это гарантия качества и надежности.",True,4.39,2024-12-26
297,"Huawei Galaxy Tab 11""",Планшеты,Huawei,43051.39,Универсальный планшет для работы и развлечений. Huawei - это гарантия качества и надежности.,True,3.52,2025-08-30
298,"Samsung MatePad 12""",Планшеты,Samsung,16887.38,Большой яркий экран и быстрая работа. Samsung - это гарантия качества и надежности.,True,4.06,2024-10-16
299,"Apple iPad 11""",Планшеты,Apple,17915.75,Большой яркий экран и быстрая работа. Apple - это гарантия качества и надежности.,True,4.15,2024-12-06
300,"Samsung iPad 12""",Планшеты,Samsung,27488.16,"Идеален для чтения, просмотра видео и игр. Samsung - это гарантия качества и надежности.",True,4.26,2025-08-09
301,Sennheiser WH-1000XM Pro,Наушники,Sennheiser,24185.71,Активное шумоподавление и комфортная посадка. Sennheiser - это гарантия качества и надежности.,True,4.38,2025-03-06
302,Bose FreeBuds Pro,Наушники,Bose,44758.65,Активное шумоподавление и комфортная посадка. Bose - это гарантия качества и надежности.,True,3.73,2025-02-08
303,Sennheiser Tune Max,Наушники,Sennheiser,34482.74,Беспроводные наушники с отличным звуком. Sennheiser - это гарантия качества и надежности.,True,4.04,2025-06-09
304,Sennheiser QC35 Pro,Наушники,Sennheiser,15569.37,Долгая работа от батареи и быстрая зарядка. Sennheiser - это гарантия качества и надежности.,True,3.74,2025-02-08
305,Apple WH-1000XM 4,Наушники,Apple,22653.17,Активное шумоподавление и комфортная посадка. Apple - это гарантия качества и надежности.,True,4.39,2025-03-20
306,Bose QC35 3,Наушники,Bose,23861.08,Активное шумоподавление и комфортная посадка. Bose - это гарантия качества и надежности.,True,4.69,2025-09-06
307,Bose AirPods Max,Наушники,Bose,31145.22,Активное шумоподавление и комфортная посадка. Bose - это гарантия качества и надежности.,True,4.25,2025-03-12
308,Sony Tune 4,Наушники,Sony,45095.71,Активное шумоподавление и комфортная посадка. Sony - это гарантия качества и надежности.,True,4.6,2025-07-17
309,Bose AirPods 3,Наушники,Bose,40566.57,Долгая работа от батареи и быстрая зарядка. Bose - это гарантия качества и надежности.,True,3.57,2025-08-22
310,Sennheiser AirPods 2,Наушники,Sennheiser,30122.64,Активное шумоподавление и комфортная посадка. Sennheiser - это гарантия качества и надежности.,True,4.4,2025-08-19
311,Apple Tune 4,Наушники,Apple,37228.81,Беспроводные наушники с отличным звуком. Apple - это гарантия качества и надежности.,True,4.17,2024-12-06
312,Bose WH-1000XM Max,Наушники,Bose,44857.56,Долгая работа от батареи и быстрая зарядка. Bose - это гарантия качества и надежности.,False,3.89,2025-04-13
313,Apple FreeBuds 4,Наушники,Apple,34700.96,Беспроводные наушники с отличным звуком. Apple - это гарантия качества и надежности.,True,3.7,2025-07-20
314,JBL AirPods Max,Наушники,JBL,11010.39,Активное шумоподавление и комфортная посадка. JBL - это гарантия качества и надежности.,True,4.16,2025-03-03
315,Apple AirPods 2,Наушники,Apple,20823.31,Беспроводные наушники с отличным звуком. Apple - это гарантия качества и надежности.,True,4.59,2024-12-14
316,Sennheiser Tune 3,Наушники,Sennheiser,43106.38,Долгая работа от батареи и быстрая зарядка. Sennheiser - это гарантия качества и надежности.,True,3.69,2025-09-08
317,Sony WH-1000XM Max,Наушники,Sony,9368.0,Долгая работа от батареи и быстрая зарядка. Sony - это гарантия качества и надежности.,True,3.76,2025-01-17
318,Sennheiser QC35 Pro,Наушники,Sennheiser,47995.48,Активное шумоподавление и комфортная посадка. Sennheiser - это гарантия качества и надежности.,True,3.86,2025-03-06
319,Apple FreeBuds 3,Наушники,Apple,40861.19,Беспроводные наушники с отличным звуком. Apple - это гарантия качества и надежности.,True,4.09,2024-12-05
320,Bose AirPods 4,Наушники,Bose,15835.32,Долгая работа от батареи и быстрая зарядка. Bose - это гарантия качества и надежности.,True,4.35,2025-02-04
321,Apple QC35 Max,Наушники,Apple,23927.45,Долгая работа от батареи и быстрая зарядка. Apple - это гарантия качества и надежности.,True,3.51,2025-06-30
322,Sennheiser Tune 4,Наушники,Sennheiser,11328.23,Долгая работа от батареи и быстрая зарядка. Sennheiser - это гарантия качества и надежности.,True,4.17,2025-06-22
323,Sony QC35 4,Наушники,Sony,17625.26,Долгая работа от батареи и быстрая зарядка. Sony - это гарантия качества и надежности.,False,3.68,2024-10-17
324,Sennheiser FreeBuds Pro,Наушники,Sennheiser,45891.84,Долгая работа от батареи и быстрая зарядка. Sennheiser - это гарантия качества и надежности.,True,4.75,2024-11-13
325,Sony Tune 4,Наушники,Sony,38994.5,Долгая работа от батареи и быстрая зарядка. Sony - это гарантия качества и надежности.,True,4.41,2024-11-22
326,JBL QC35 4,Наушники,JBL,31256.28,Активное шумоподавление и комфортная посадка. JBL - это гарантия качества и надежности.,True,3.54,2025-06-30
327,Sony AirPods Pro,Наушники,Sony,25472.26,Долгая работа от батареи и быстрая зарядка. Sony - это гарантия качества и надежности.,True,4.49,2025-05-21
328,Apple WH-1000XM 3,Наушники,Apple,38034.88,Активное шумоподавление и комфортная посадка. Apple - это гарантия качества и надежности.,False,3.58,2025-05-14
329,Apple AirPods Pro,Наушники,Apple,22634.89,Активное шумоподавление и комфортная посадка. Apple - это гарантия качества и надежности.,True,4.59,2025-06-22
330,Sennheiser AirPods 3,Наушники,Sennheiser,19503.82,Долгая работа от батареи и быстрая зарядка. Sennheiser - это гарантия качества и надежности.,True,3.76,2025-05-13
331,Bose FreeBuds 2,Наушники,Bose,12049.33,Долгая работа от батареи и быстрая зарядка. Bose - это гарантия качества и надежности.,True,4.56,2025-06-13
332,Apple Tune Pro,Наушники,Apple,31826.67,Долгая работа от батареи и быстрая зарядка. Apple - это гарантия качества и надежности.,True,3.54,2025-07-10
333,Apple QC35 3,Наушники,Apple,28846.46,Беспроводные наушники с отличным звуком. Apple - это гарантия качества и надежности.,True,4.39,2024-10-26
334,JBL FreeBuds Max,Наушники,JBL,41787.74,Долгая работа от батареи и быстрая зарядка. JBL - это гарантия качества и надежности.,True,4.15,2025-03-21
335,JBL Tune Max,Наушники,JBL,40278.2,Активное шумоподавление и комфортная посадка. JBL - это гарантия качества и надежности.,True,3.99,2025-08-14
336,JBL AirPods Max,Наушники,JBL,39336.98,Активное шумоподавление и комфортная посадка. JBL - это гарантия качества и надежности.,True,4.15,2025-08-24
337,JBL Tune 2,Наушники,JBL,2104.58,Активное шумоподавление и комфортная посадка. JBL - это гарантия качества и надежности.,False,3.83,2024-09-24
338,Sennheiser AirPods Max,Наушники,Sennheiser,48437.63,Беспроводные наушники с отличным звуком. Sennheiser - это гарантия качества и надежности.,True,3.81,2024-12-28
339,JBL Tune 2,Наушники,JBL,20561.76,Беспроводные наушники с отличным звуком. JBL - это гарантия качества и надежности.,True,4.66,2024-11-25
340,Bose QC35 Pro,Наушники,Bose,2581.46,Активное шумоподавление и комфортная посадка. Bose - это гарантия качества и надежности.,True,3.93,2025-08-20
